Age,Gender,Department,JobRole,Education,EducationLevel,MonthlyIncome,DailyRate,HourlyRate,PercentSalaryHike,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,OverTime,BusinessTravel,MaritalStatus,NumCompaniesWorked,TrainingTimesLastYear,StockOptionLevel,DistanceFromHome,Attrition
28,Male,Marketing,Senior,Master,2,2278,369,55,3,9,1,0,0,5,3,2,2,3,4,No,Travel_Rarely,Single,1,4,2,1,Yes
35,Male,Sales,Specialist,Bachelor,3,5086,1135,89,8,2,0,0,3,4,2,2,2,1,3,No,Travel_Frequently,Single,4,4,2,1,No
40,Female,Sales,Manager,PhD,3,3250,1460,84,4,6,8,2,1,1,4,4,1,3,3,No,Non-Travel,Married,1,6,0,1,Yes
27,Female,IT,Analyst,Master,4,1848,605,75,18,13,1,1,0,1,3,4,2,2,3,Yes,Travel_Rarely,Single,1,1,1,1,Yes
36,Female,Sales,Junior,PhD,1,6799,1229,40,14,14,6,0,2,0,2,1,4,4,3,Yes,Non-Travel,Divorced,3,4,1,4,Yes
27,Male,Marketing,Engineer,PhD,4,4077,131,85,7,6,14,0,2,0,3,1,3,4,3,No,Travel_Rarely,Divorced,0,2,1,5,No
28,Male,HR,Manager,Master,1,2519,1197,97,5,3,3,0,0,3,4,1,3,2,3,Yes,Travel_Rarely,Single,1,4,1,14,No
20,Female,Finance,Senior,Bachelor,3,1370,1294,84,17,36,3,3,0,0,1,4,3,3,4,No,Travel_Rarely,Divorced,1,5,3,15,Yes
25,Female,HR,Junior,Master,2,2410,1192,43,18,10,3,2,1,5,3,2,2,4,3,No,Travel_Frequently,Single,2,4,2,5,Yes
21,Female,Sales,Director,Master,4,2669,912,80,23,5,1,0,1,16,1,4,4,2,3,No,Non-Travel,Divorced,2,2,3,1,No
25,Female,HR,Director,PhD,1,3585,461,33,14,3,3,0,4,0,3,3,2,1,3,No,Travel_Frequently,Single,1,5,0,2,No
45,Female,Marketing,Specialist,Master,3,4038,1028,82,6,13,4,0,5,1,3,1,3,3,3,No,Travel_Rarely,Single,2,2,0,3,No
25,Female,Marketing,Specialist,Bachelor,1,4461,199,72,9,2,21,2,1,4,4,1,2,3,4,No,Travel_Frequently,Single,1,5,0,3,No
61,Male,Sales,Senior,Master,1,1331,108,84,5,1,13,0,2,4,3,1,3,4,3,Yes,Travel_Frequently,Married,2,1,0,4,No
39,Female,IT,Senior,Bachelor,1,3308,796,71,13,7,9,4,1,4,2,3,1,3,3,Yes,Travel_Frequently,Divorced,2,2,1,16,No
36,Male,HR,Specialist,Bachelor,3,2752,1152,51,16,3,10,0,2,1,2,2,3,4,3,No,Non-Travel,Single,4,4,1,10,No
26,Female,IT,Analyst,PhD,2,11372,1237,75,8,9,3,0,0,1,1,2,1,4,3,No,Travel_Frequently,Married,1,2,1,1,Yes
42,Female,IT,Analyst,High School,2,3078,561,44,18,1,5,6,0,2,1,2,1,2,3,Yes,Travel_Frequently,Married,4,3,3,1,Yes
29,Male,R&D,Junior,High School,2,2183,1020,85,4,10,11,3,2,10,2,1,1,4,3,No,Travel_Frequently,Single,3,1,3,8,Yes
36,Male,Sales,Engineer,PhD,1,3150,1266,87,22,3,2,0,0,1,1,2,3,1,3,No,Travel_Frequently,Single,3,4,0,8,Yes
60,Male,Finance,Junior,Master,3,2968,489,39,6,0,16,5,2,7,1,4,4,3,3,No,Travel_Frequently,Single,1,1,2,1,No
34,Male,Marketing,Engineer,PhD,1,1102,731,79,18,1,2,2,3,0,2,1,3,4,3,No,Travel_Frequently,Single,3,2,1,6,No
46,Female,Marketing,Senior,Bachelor,2,3656,781,20,19,27,4,5,1,13,2,3,2,3,3,No,Travel_Frequently,Single,2,0,1,5,No
27,Male,Sales,Manager,High School,2,2552,256,32,6,20,6,2,1,3,2,3,2,4,4,No,Travel_Rarely,Divorced,2,1,2,3,Yes
34,Female,Operations,Junior,PhD,3,2941,434,24,23,2,15,3,3,1,4,2,4,2,3,No,Travel_Frequently,Single,1,3,0,1,No
52,Male,Operations,Junior,Master,1,1926,359,25,1,15,1,15,2,2,4,1,4,1,3,No,Travel_Frequently,Single,1,4,2,10,No
28,Female,Operations,Engineer,PhD,4,1725,181,79,24,9,6,0,0,0,2,4,4,3,4,No,Non-Travel,Divorced,0,0,1,5,Yes
53,Female,Finance,Senior,High School,4,4625,853,91,22,35,3,2,0,0,3,4,1,2,4,No,Travel_Rarely,Married,3,6,2,1,Yes
42,Female,Marketing,Senior,PhD,2,5188,1295,98,15,4,1,1,2,0,2,1,4,3,3,Yes,Travel_Frequently,Divorced,3,3,3,6,No
29,Female,Sales,Director,PhD,3,3674,1354,79,12,11,7,0,1,0,4,2,4,2,3,Yes,Non-Travel,Married,3,3,1,6,No
41,Female,Marketing,Engineer,High School,1,1205,819,66,7,0,4,0,0,1,1,3,4,1,3,No,Travel_Frequently,Married,1,3,0,10,Yes
44,Female,IT,Senior,Bachelor,1,3795,174,81,5,5,5,0,0,4,3,3,3,4,3,No,Travel_Frequently,Divorced,1,1,0,1,No
41,Male,HR,Specialist,Bachelor,2,1214,1393,96,5,33,1,3,4,2,3,4,2,2,3,No,Travel_Frequently,Single,1,4,0,22,No
19,Female,HR,Analyst,High School,2,2141,725,92,8,7,3,2,2,0,1,4,2,3,3,No,Travel_Frequently,Married,6,3,0,1,No
27,Male,Marketing,Director,PhD,1,4595,161,45,3,3,4,2,8,5,3,4,4,3,3,Yes,Travel_Frequently,Single,3,3,2,4,No
32,Male,R&D,Specialist,High School,1,4141,973,31,10,1,2,0,2,2,1,3,2,2,3,No,Non-Travel,Divorced,1,3,0,5,Yes
34,Female,Finance,Manager,Bachelor,2,3746,419,69,4,12,1,1,5,9,4,4,3,1,4,Yes,Travel_Frequently,Married,4,3,3,2,No
41,Male,Operations,Junior,Master,1,5747,201,50,24,10,16,7,0,3,3,3,2,1,3,No,Non-Travel,Single,1,2,2,3,No
36,Female,Finance,Director,PhD,4,3944,973,40,16,4,3,1,2,0,3,3,1,4,3,No,Travel_Frequently,Married,1,2,0,11,Yes
21,Male,Finance,Manager,Bachelor,2,1086,1053,67,19,30,6,2,0,1,1,2,3,4,3,No,Non-Travel,Married,2,3,1,5,No
38,Female,IT,Junior,PhD,1,2478,354,31,6,0,2,4,2,3,1,2,2,3,4,Yes,Travel_Rarely,Divorced,0,3,1,3,Yes
41,Male,Finance,Analyst,High School,2,2919,669,39,14,3,2,4,1,0,4,2,2,3,3,No,Travel_Frequently,Single,2,5,1,1,No
40,Female,HR,Senior,Master,3,2753,211,16,24,25,2,2,0,0,1,4,3,4,3,No,Travel_Rarely,Single,0,1,1,1,No
45,Female,IT,Specialist,High School,2,2189,1084,19,14,3,2,5,3,0,1,3,2,4,4,No,Travel_Rarely,Married,1,1,0,1,No
43,Female,Sales,Engineer,Master,2,1780,1436,18,13,2,3,1,3,0,4,4,2,4,3,No,Travel_Rarely,Single,3,3,1,15,No
39,Female,Finance,Specialist,PhD,3,9900,1097,50,12,7,3,6,0,1,2,3,4,2,3,No,Travel_Frequently,Married,3,2,1,7,No
34,Male,Finance,Analyst,PhD,4,2454,560,20,10,17,3,0,1,2,2,2,1,4,4,No,Travel_Rarely,Divorced,2,4,2,17,Yes
18,Female,Sales,Manager,High School,1,9660,807,35,12,1,0,0,0,0,1,2,3,2,4,No,Non-Travel,Divorced,1,3,2,1,Yes
39,Male,Finance,Engineer,Master,3,1684,986,91,21,28,3,0,1,3,4,4,4,2,3,Yes,Travel_Frequently,Single,0,3,0,5,No
37,Male,Sales,Senior,Master,2,4140,1215,40,23,15,0,4,3,2,2,3,2,4,3,No,Travel_Rarely,Divorced,2,1,0,1,No
37,Male,IT,Analyst,PhD,1,3343,1175,69,8,1,0,1,0,1,4,4,3,1,3,No,Travel_Frequently,Divorced,1,2,2,7,No
22,Female,HR,Engineer,High School,3,1879,619,53,9,12,13,0,5,0,1,1,3,1,3,No,Travel_Rarely,Single,2,5,3,2,No
24,Male,Sales,Analyst,Master,1,2359,911,98,3,4,4,0,0,0,1,4,1,3,3,Yes,Non-Travel,Married,4,2,1,1,Yes
45,Male,R&D,Analyst,PhD,1,2958,1221,47,16,5,5,6,2,1,4,2,1,4,3,Yes,Travel_Frequently,Divorced,1,3,0,4,Yes
34,Male,Sales,Senior,Bachelor,3,1954,335,28,13,15,2,5,2,0,3,3,3,3,3,Yes,Travel_Frequently,Single,4,2,0,1,No
41,Female,Finance,Director,High School,1,2622,1497,70,23,32,11,2,0,1,1,3,1,4,3,No,Travel_Rarely,Single,0,3,0,5,No
35,Female,Operations,Junior,Bachelor,4,913,1026,95,17,1,5,2,0,2,1,4,1,3,3,No,Non-Travel,Single,1,1,0,5,Yes
35,Male,Operations,Engineer,High School,3,4254,656,35,10,5,7,1,3,2,1,2,2,2,3,No,Travel_Frequently,Divorced,0,4,1,6,Yes
44,Female,IT,Senior,PhD,4,5505,748,60,15,6,2,1,2,0,1,1,1,4,3,No,Travel_Rarely,Divorced,1,2,1,24,Yes
29,Female,Marketing,Analyst,Master,2,3741,333,30,0,4,16,7,0,1,4,4,1,1,3,No,Non-Travel,Married,1,3,0,2,No
35,Male,IT,Senior,Master,1,9247,1155,30,6,4,8,0,1,2,4,3,4,4,3,No,Non-Travel,Married,5,1,0,3,No
30,Male,Marketing,Director,Master,2,4192,1412,98,9,0,9,1,0,5,4,2,2,3,3,No,Non-Travel,Married,1,1,0,8,No
30,Female,Operations,Junior,High School,2,5278,678,43,8,11,0,1,0,4,4,3,2,3,3,No,Non-Travel,Married,1,1,2,4,No
31,Male,Operations,Specialist,PhD,1,5536,641,22,24,5,1,2,1,2,3,3,3,3,3,No,Travel_Frequently,Married,0,3,1,1,No
37,Female,Sales,Engineer,Bachelor,3,753,213,17,2,2,1,1,0,1,4,3,1,3,3,No,Travel_Frequently,Married,3,0,3,9,No
30,Female,HR,Junior,PhD,1,3684,303,33,21,16,1,2,3,1,4,3,4,3,3,Yes,Non-Travel,Single,2,2,1,1,No
47,Female,R&D,Manager,Bachelor,2,1492,1152,80,22,16,9,0,2,6,1,1,4,3,3,No,Travel_Rarely,Married,2,2,0,1,Yes
26,Female,IT,Engineer,High School,2,1651,742,93,13,6,0,2,5,0,3,2,2,1,3,No,Travel_Rarely,Divorced,2,3,0,1,Yes
33,Female,Finance,Junior,High School,3,1801,573,88,24,3,0,0,2,13,1,4,1,3,3,No,Non-Travel,Married,3,5,1,1,Yes
30,Female,Marketing,Analyst,Bachelor,1,2549,796,96,14,10,1,0,5,3,3,2,4,1,4,No,Non-Travel,Divorced,1,3,1,1,No
49,Male,Finance,Engineer,Bachelor,2,4126,352,36,1,3,1,0,1,3,2,2,3,4,3,Yes,Travel_Rarely,Married,1,5,1,1,Yes
36,Male,HR,Engineer,Bachelor,4,3703,1004,60,23,2,1,4,1,0,3,2,1,2,3,No,Non-Travel,Single,1,5,2,2,No
45,Female,Marketing,Senior,PhD,2,2962,485,27,13,13,7,1,7,2,3,4,1,1,3,No,Non-Travel,Single,3,1,2,1,No
20,Female,IT,Analyst,Bachelor,2,4278,161,47,15,0,4,2,2,1,1,2,1,4,3,No,Travel_Frequently,Divorced,4,5,0,1,No
37,Female,Sales,Manager,High School,3,4410,614,19,6,0,0,3,0,0,3,4,4,2,3,Yes,Travel_Frequently,Married,3,3,2,5,No
43,Male,Finance,Specialist,High School,4,3719,529,91,3,0,2,3,2,0,3,4,2,1,3,No,Non-Travel,Single,0,0,1,1,No
35,Female,HR,Director,Master,2,1258,679,41,17,1,2,1,4,6,1,1,2,1,3,No,Non-Travel,Single,3,4,0,1,Yes
45,Male,IT,Junior,Bachelor,2,2059,1264,92,23,0,0,1,3,2,2,3,3,4,3,No,Travel_Frequently,Married,3,2,1,2,No
29,Female,Operations,Senior,PhD,4,3020,842,38,4,40,5,1,1,1,2,4,4,3,3,Yes,Non-Travel,Divorced,0,6,1,1,Yes
49,Female,Operations,Junior,PhD,1,4301,1423,81,5,3,6,3,2,0,2,3,1,1,3,Yes,Travel_Frequently,Divorced,3,1,0,1,No
57,Male,IT,Manager,PhD,1,1534,774,77,6,1,6,2,9,3,3,2,3,1,3,No,Travel_Frequently,Divorced,4,2,1,2,No
31,Male,IT,Manager,Master,2,2964,410,62,14,2,6,5,0,3,1,3,3,4,3,No,Travel_Rarely,Single,1,1,0,5,Yes
30,Female,IT,Engineer,High School,2,1362,570,77,0,27,0,6,2,2,2,3,2,3,3,No,Travel_Frequently,Married,3,2,0,4,Yes
49,Female,Marketing,Director,PhD,1,4978,908,92,23,7,15,0,0,2,2,3,1,2,3,No,Travel_Rarely,Single,2,4,0,13,No
50,Female,IT,Manager,High School,3,3364,271,26,3,4,8,0,2,1,2,2,1,3,3,No,Travel_Rarely,Single,1,5,0,3,Yes
29,Male,Finance,Junior,Master,4,1520,675,42,24,20,11,2,1,2,2,2,4,3,4,No,Travel_Frequently,Single,5,1,0,3,Yes
30,Male,HR,Analyst,Bachelor,4,1515,130,58,0,5,0,1,0,0,1,4,4,4,3,Yes,Non-Travel,Single,1,6,0,1,Yes
32,Male,Marketing,Analyst,Bachelor,3,3618,146,57,10,4,13,0,0,8,2,4,4,3,3,No,Travel_Frequently,Married,0,6,2,7,Yes
21,Male,IT,Engineer,Bachelor,3,5927,229,31,17,2,8,6,1,2,3,1,3,4,3,No,Travel_Rarely,Single,2,2,0,1,No
25,Male,R&D,Specialist,PhD,3,1722,451,54,13,4,9,0,0,1,3,2,1,2,3,No,Travel_Frequently,Single,1,2,1,3,Yes
24,Male,R&D,Junior,Bachelor,3,4417,1077,63,21,3,0,7,0,1,1,1,2,1,3,No,Travel_Frequently,Divorced,4,6,0,2,Yes
27,Female,HR,Junior,PhD,3,2273,157,99,10,11,6,3,3,4,4,2,3,1,3,No,Travel_Rarely,Single,1,4,2,5,Yes
34,Female,Operations,Manager,Master,3,4498,1229,71,9,3,16,4,0,0,2,3,3,4,4,Yes,Travel_Frequently,Married,1,5,0,12,Yes
37,Male,Sales,Director,Master,4,4194,911,98,16,8,5,0,1,1,2,1,2,4,3,No,Travel_Frequently,Single,2,2,0,14,Yes
50,Female,Sales,Junior,PhD,3,3221,1453,78,3,0,4,0,5,3,3,1,2,3,3,No,Travel_Rarely,Married,1,1,0,1,No
25,Female,Operations,Senior,High School,1,1191,867,89,23,2,14,2,0,1,1,1,4,3,3,No,Non-Travel,Married,3,5,3,1,Yes
44,Male,Marketing,Specialist,Bachelor,3,4190,782,71,14,5,2,0,0,4,4,2,2,1,3,No,Travel_Rarely,Married,5,6,1,8,No
32,Female,Marketing,Manager,Bachelor,3,3831,1285,88,15,27,4,1,1,0,3,4,2,1,3,Yes,Travel_Rarely,Divorced,1,3,0,3,Yes
34,Male,Marketing,Senior,Bachelor,4,3659,1096,88,20,4,3,1,2,4,4,1,2,1,3,No,Travel_Frequently,Divorced,2,2,0,3,No
41,Male,Sales,Engineer,PhD,4,3287,385,84,12,10,13,0,4,0,1,4,2,4,3,No,Travel_Rarely,Single,3,2,0,6,Yes
23,Female,R&D,Analyst,Master,3,1921,1194,90,8,2,0,0,4,0,1,2,4,2,3,Yes,Travel_Frequently,Single,3,4,0,4,Yes
38,Male,Sales,Engineer,Bachelor,4,5122,985,57,10,1,3,4,2,6,1,1,3,2,3,No,Travel_Frequently,Single,3,5,2,17,No
36,Male,Finance,Analyst,Master,2,4670,496,37,10,0,5,0,0,2,3,2,1,4,3,Yes,Travel_Frequently,Married,2,4,1,4,No
39,Male,IT,Engineer,Bachelor,4,1741,125,41,5,3,7,0,0,1,1,4,1,3,3,No,Travel_Rarely,Married,0,6,1,3,Yes
37,Male,Marketing,Junior,Bachelor,4,5751,412,72,0,1,4,2,0,0,3,4,3,2,3,No,Travel_Rarely,Married,2,2,0,3,No
59,Male,R&D,Senior,PhD,4,3183,225,51,21,1,11,11,0,2,3,1,1,3,4,No,Travel_Frequently,Single,3,3,1,8,No
28,Male,HR,Analyst,High School,4,3179,1321,20,5,14,14,1,2,2,2,4,1,1,3,Yes,Non-Travel,Single,2,4,0,4,No
29,Male,HR,Manager,PhD,1,2729,910,79,12,0,0,0,2,14,3,3,3,1,4,No,Non-Travel,Single,0,2,0,5,No
28,Male,IT,Senior,Bachelor,1,2866,287,20,21,8,2,2,0,12,3,3,1,3,3,No,Travel_Rarely,Single,3,2,1,17,No
29,Female,R&D,Manager,Bachelor,1,5916,797,64,23,4,0,7,3,3,2,1,1,1,3,No,Travel_Frequently,Divorced,4,3,0,4,Yes
28,Female,Sales,Senior,High School,3,4996,909,36,21,7,1,4,0,1,4,2,3,4,3,No,Travel_Frequently,Divorced,1,1,1,2,No
46,Female,Sales,Senior,Master,3,4943,815,39,4,8,3,2,1,2,2,2,1,3,4,Yes,Travel_Rarely,Divorced,4,2,2,5,Yes
49,Male,Finance,Engineer,Master,2,3269,549,93,14,3,12,1,2,3,2,2,2,3,3,No,Non-Travel,Single,0,3,0,5,No
29,Male,Finance,Analyst,Bachelor,1,4649,622,86,17,3,9,2,1,0,1,3,3,3,3,No,Travel_Rarely,Divorced,3,3,2,1,No
26,Female,Sales,Analyst,Master,3,1964,1477,65,19,13,0,0,1,1,1,4,4,2,3,No,Travel_Rarely,Divorced,3,4,0,3,No
39,Female,HR,Director,Bachelor,4,3990,1085,62,13,20,0,3,0,0,2,3,1,3,4,No,Travel_Frequently,Single,3,6,0,6,No
29,Female,Marketing,Senior,High School,4,2760,757,84,14,2,4,3,1,0,1,4,4,3,4,No,Travel_Rarely,Divorced,3,2,1,3,Yes
41,Male,HR,Junior,High School,1,1064,696,79,4,1,3,10,2,0,2,3,1,3,4,No,Non-Travel,Single,2,5,1,7,Yes
37,Female,Finance,Junior,Bachelor,2,1348,199,74,3,22,1,0,4,1,1,2,2,2,4,No,Travel_Rarely,Single,1,2,0,2,Yes
19,Female,IT,Manager,High School,2,2139,715,60,1,4,11,0,1,4,3,2,3,1,3,Yes,Travel_Frequently,Single,3,2,2,20,No
50,Male,Sales,Manager,PhD,4,3668,1047,50,6,8,13,2,1,1,1,2,4,2,3,No,Non-Travel,Married,1,3,3,1,No
52,Female,Finance,Engineer,PhD,2,2140,655,72,9,4,2,3,2,1,1,1,3,4,3,Yes,Travel_Frequently,Single,3,4,0,1,No
28,Male,Finance,Senior,High School,1,2218,377,90,15,1,11,4,5,0,3,1,4,3,3,No,Travel_Rarely,Divorced,3,3,2,2,Yes
31,Male,Marketing,Manager,Bachelor,4,4366,590,52,9,8,2,0,0,2,2,4,1,4,3,Yes,Travel_Rarely,Divorced,3,4,1,3,Yes
37,Male,Sales,Manager,Bachelor,3,2258,354,25,17,7,6,0,1,0,1,1,2,2,4,No,Travel_Rarely,Single,2,4,3,2,Yes
38,Female,Marketing,Specialist,High School,3,5798,480,26,16,2,3,2,3,2,1,3,4,1,3,Yes,Travel_Frequently,Married,3,5,0,1,Yes
41,Female,Sales,Senior,Master,2,5337,991,56,20,6,0,1,1,11,3,3,4,1,3,Yes,Travel_Rarely,Married,1,3,2,5,No
55,Male,Marketing,Engineer,PhD,4,3013,641,53,12,15,13,5,0,0,3,4,2,3,4,No,Non-Travel,Married,2,2,0,2,Yes
33,Female,HR,Manager,Master,4,4344,1387,85,0,8,3,1,1,0,3,4,2,1,3,Yes,Non-Travel,Divorced,1,5,2,4,No
27,Female,IT,Engineer,Bachelor,3,4058,924,25,0,1,6,4,0,1,4,2,2,2,3,No,Travel_Frequently,Married,4,4,1,7,Yes
21,Female,IT,Analyst,Bachelor,4,2636,978,50,14,7,2,2,1,10,3,1,2,2,3,No,Travel_Frequently,Married,3,1,0,7,No
27,Female,Sales,Engineer,Master,4,4586,1452,66,0,12,0,4,1,4,2,2,2,1,3,Yes,Travel_Frequently,Single,4,0,0,2,Yes
34,Male,R&D,Junior,High School,4,4936,1238,45,5,15,0,1,4,6,1,1,3,3,3,No,Travel_Rarely,Married,4,3,2,4,No
52,Female,Operations,Junior,Master,2,1851,1399,47,24,9,3,5,1,1,1,1,1,3,3,No,Non-Travel,Married,4,5,1,2,No
29,Male,Finance,Engineer,Master,4,3218,380,27,12,1,5,0,0,14,4,4,1,2,3,No,Non-Travel,Married,4,4,0,10,No
37,Male,Finance,Junior,PhD,1,3201,1398,32,0,12,2,2,0,0,1,2,4,1,4,No,Non-Travel,Single,1,6,1,10,No
34,Female,Sales,Analyst,PhD,2,4558,872,55,4,11,5,0,4,0,1,2,2,2,3,No,Travel_Frequently,Single,0,1,2,2,Yes
46,Male,Marketing,Senior,Master,4,2387,942,72,8,0,5,1,0,5,2,1,3,2,3,No,Travel_Frequently,Married,0,2,0,1,No
60,Female,R&D,Junior,Master,4,2210,818,70,24,5,6,1,1,7,1,1,3,4,4,Yes,Travel_Rarely,Divorced,4,3,0,1,Yes
29,Female,HR,Junior,Bachelor,1,3243,427,38,16,4,3,0,0,0,2,4,4,2,3,No,Travel_Frequently,Divorced,3,6,3,2,No
30,Male,Marketing,Engineer,PhD,2,5381,310,87,15,11,12,10,2,0,4,3,2,3,3,No,Non-Travel,Single,0,4,0,4,Yes
45,Male,Marketing,Analyst,PhD,3,1636,826,45,7,2,3,0,1,0,2,2,1,1,3,No,Travel_Rarely,Married,1,6,0,5,Yes
41,Male,Sales,Director,Bachelor,3,1785,1022,69,16,8,2,4,0,0,3,2,2,1,3,No,Travel_Frequently,Divorced,2,3,0,2,No
53,Male,Sales,Director,High School,2,2297,651,24,14,24,1,12,0,0,3,4,3,4,3,No,Travel_Frequently,Married,1,4,2,5,No
40,Female,Finance,Director,PhD,4,2511,125,74,23,15,1,0,3,10,4,4,2,4,3,Yes,Non-Travel,Single,1,2,0,13,No
31,Female,Sales,Director,PhD,4,1233,126,16,0,25,0,3,1,3,1,2,1,3,3,No,Travel_Rarely,Divorced,6,1,1,5,Yes
40,Female,Sales,Senior,High School,3,6304,801,29,11,38,5,0,2,4,2,2,1,4,3,No,Travel_Frequently,Single,1,1,2,1,No
46,Male,Sales,Engineer,PhD,3,2792,1206,17,4,0,1,0,4,4,3,1,4,2,3,Yes,Travel_Frequently,Married,2,2,0,4,No
43,Male,Finance,Engineer,PhD,3,2591,781,57,23,9,1,1,4,2,2,3,3,2,3,Yes,Travel_Rarely,Single,0,1,2,3,Yes
40,Male,HR,Specialist,High School,1,6709,512,45,5,5,7,8,0,4,3,2,2,3,3,Yes,Travel_Rarely,Single,1,3,1,10,No
45,Female,HR,Analyst,High School,3,4267,266,84,24,19,1,0,6,2,2,4,2,1,4,No,Travel_Frequently,Single,1,1,1,2,Yes
46,Male,Operations,Director,Master,1,2280,268,81,0,2,1,2,0,1,1,1,4,3,3,No,Travel_Frequently,Single,2,2,0,2,Yes
48,Female,Operations,Senior,Bachelor,2,3236,328,70,24,39,0,2,0,2,4,1,4,4,3,Yes,Non-Travel,Divorced,1,2,1,4,No
41,Male,Sales,Analyst,Bachelor,4,2919,466,77,0,9,7,6,4,2,1,4,4,1,3,Yes,Travel_Rarely,Married,0,2,0,3,Yes
33,Female,Operations,Director,High School,3,6149,627,89,9,15,0,0,0,5,2,4,3,1,3,No,Travel_Frequently,Divorced,1,5,0,6,No
36,Female,Finance,Senior,High School,4,2741,890,29,9,0,3,3,0,12,3,1,2,1,3,No,Travel_Frequently,Married,3,2,3,1,No
47,Male,HR,Analyst,PhD,4,1449,623,24,2,2,3,3,0,1,3,4,4,4,3,No,Travel_Frequently,Married,1,5,0,4,No
26,Male,Marketing,Engineer,Master,3,1166,1195,52,16,14,5,3,1,4,4,1,3,2,3,No,Travel_Frequently,Married,1,5,2,1,No
38,Female,HR,Engineer,Master,3,6232,205,61,18,0,5,8,1,0,1,4,2,2,3,No,Non-Travel,Married,3,3,0,1,Yes
31,Female,HR,Manager,High School,2,2009,831,71,10,16,8,5,2,4,1,1,1,4,3,Yes,Travel_Rarely,Married,3,4,0,5,No
35,Male,Finance,Junior,PhD,1,4167,1064,64,17,0,0,0,4,1,1,2,4,4,3,No,Travel_Frequently,Divorced,1,2,2,1,No
47,Male,Operations,Director,PhD,1,3089,1405,85,1,10,1,1,2,0,3,2,3,3,3,No,Travel_Rarely,Married,0,0,0,1,No
36,Female,Marketing,Specialist,Bachelor,4,2420,232,29,8,4,1,1,0,1,4,4,2,3,3,No,Travel_Rarely,Single,4,1,2,6,No
35,Male,Finance,Analyst,Bachelor,3,2617,633,32,23,9,0,1,5,2,3,3,2,2,3,No,Travel_Frequently,Divorced,2,5,1,5,No
21,Female,Sales,Specialist,PhD,2,6579,1074,96,16,11,1,1,0,0,1,2,4,4,3,No,Travel_Frequently,Divorced,1,5,0,1,No
42,Female,IT,Manager,Bachelor,2,1445,368,16,13,4,1,1,0,7,2,1,4,3,3,No,Travel_Frequently,Married,3,5,1,4,Yes
41,Male,HR,Junior,High School,2,2457,772,98,3,1,3,1,0,0,3,3,2,4,3,No,Non-Travel,Single,1,2,0,1,No
56,Male,IT,Analyst,PhD,2,4690,890,57,16,0,5,11,1,7,4,1,3,4,3,No,Travel_Frequently,Single,1,6,0,1,No
31,Male,Finance,Senior,Bachelor,2,1569,117,40,16,8,2,0,0,3,1,1,1,2,3,No,Travel_Rarely,Married,4,0,2,3,Yes
37,Male,Finance,Director,Master,1,5759,216,85,11,7,6,7,0,1,2,2,2,2,3,No,Travel_Rarely,Married,4,4,0,1,Yes
37,Male,Finance,Junior,PhD,1,4656,897,52,19,13,2,1,0,1,3,4,3,4,3,Yes,Non-Travel,Single,1,1,0,25,No
50,Female,IT,Engineer,PhD,1,3414,1267,56,17,7,1,2,0,4,2,4,4,1,3,Yes,Travel_Frequently,Divorced,2,3,2,1,No
34,Female,Finance,Manager,Master,3,2317,650,19,2,5,3,5,1,2,2,1,2,1,3,No,Travel_Frequently,Divorced,4,3,2,7,Yes
37,Male,Sales,Junior,High School,4,1471,1028,25,10,5,0,1,3,3,4,2,4,4,3,Yes,Non-Travel,Married,2,4,1,8,Yes
41,Male,Finance,Director,Master,2,4245,852,79,24,0,0,1,2,1,3,1,1,2,4,No,Non-Travel,Divorced,2,1,1,25,No
36,Male,R&D,Junior,PhD,3,11781,521,48,17,4,2,1,0,2,4,3,4,1,4,Yes,Travel_Frequently,Divorced,1,0,1,2,No
30,Female,Operations,Director,High School,2,3206,1492,15,3,37,14,1,0,13,1,1,1,2,3,No,Travel_Frequently,Single,2,4,1,10,No
36,Male,IT,Engineer,Bachelor,1,1196,745,97,16,20,6,7,6,0,2,2,4,1,4,No,Travel_Rarely,Divorced,1,3,1,15,No
45,Male,R&D,Analyst,Bachelor,3,3747,657,16,17,3,0,5,0,1,4,1,4,4,3,No,Travel_Frequently,Single,3,5,3,1,No
24,Female,Finance,Senior,Bachelor,1,4583,149,99,4,8,9,0,4,1,4,2,1,3,3,Yes,Travel_Frequently,Married,4,4,0,3,No
36,Female,Sales,Engineer,PhD,2,1883,777,34,13,18,6,0,0,4,1,4,4,3,3,No,Travel_Rarely,Married,3,2,1,1,No
27,Male,HR,Senior,Master,2,2158,205,75,9,5,4,1,5,4,3,2,3,2,3,No,Travel_Rarely,Single,1,4,2,4,Yes
46,Male,Marketing,Analyst,High School,4,2051,1339,35,14,0,8,0,0,1,4,3,4,2,4,No,Travel_Rarely,Single,0,0,1,4,No
19,Male,Operations,Junior,Bachelor,2,2285,757,82,0,0,2,2,1,0,2,2,2,1,3,Yes,Travel_Rarely,Married,1,1,2,1,Yes
29,Female,Marketing,Senior,High School,1,2735,1195,26,15,7,1,0,2,0,2,3,4,4,4,Yes,Non-Travel,Single,4,4,0,7,Yes
38,Male,Finance,Manager,PhD,2,1938,1087,36,10,34,3,2,1,1,2,3,3,1,3,No,Travel_Rarely,Married,1,0,0,1,Yes
